# LS220 with Mdot = 1e-5
# eps       mAp [MeV]   r [cm]      t_stop [s]  efficiency
1.50000e-14 1.07150e+00 4.40334e+15 1.30122e+05 1.35447e-03
1.50000e-14 1.07150e+00 5.11221e+15 1.51069e+05 1.16666e-03
1.50000e-14 1.07150e+00 5.93521e+15 1.75389e+05 1.00489e-03
1.50000e-14 1.07150e+00 6.89069e+15 2.03625e+05 8.65545e-04
1.50000e-14 1.07150e+00 8.00000e+15 2.36405e+05 7.45525e-04
1.50000e-14 1.21474e+00 5.00000e+13 1.47914e+03 1.17390e-01
1.50000e-14 1.21474e+00 5.80493e+13 1.71726e+03 1.01113e-01
1.50000e-14 1.21474e+00 6.73944e+13 1.99371e+03 8.70920e-02
1.50000e-14 1.21474e+00 7.82440e+13 2.31467e+03 7.50155e-02
1.50000e-14 1.21474e+00 9.08402e+13 2.68730e+03 6.46136e-02
1.50000e-14 1.21474e+00 1.05464e+14 3.11992e+03 5.56541e-02
1.50000e-14 1.21474e+00 1.22443e+14 3.62219e+03 4.79369e-02
1.50000e-14 1.21474e+00 1.42154e+14 4.20531e+03 4.12898e-02
1.50000e-14 1.21474e+00 1.65039e+14 4.88231e+03 3.55644e-02
1.50000e-14 1.21474e+00 1.91608e+14 5.66829e+03 3.06330e-02
1.50000e-14 1.21474e+00 2.22454e+14 6.58081e+03 2.63853e-02
1.50000e-14 1.21474e+00 2.58266e+14 7.64022e+03 2.27266e-02
1.50000e-14 1.21474e+00 2.99844e+14 8.87020e+03 1.95753e-02
1.50000e-14 1.21474e+00 3.48114e+14 1.02982e+04 1.68609e-02
1.50000e-14 1.21474e+00 4.04156e+14 1.19560e+04 1.45229e-02
1.50000e-14 1.21474e+00 4.69219e+14 1.38808e+04 1.25091e-02
1.50000e-14 1.21474e+00 5.44757e+14 1.61154e+04 1.07745e-02
1.50000e-14 1.21474e+00 6.32456e+14 1.87097e+04 9.28050e-03
1.50000e-14 1.21474e+00 7.34272e+14 2.17217e+04 7.99363e-03
1.50000e-14 1.21474e+00 8.52480e+14 2.52186e+04 6.88521e-03
1.50000e-14 1.21474e+00 9.89717e+14 2.92785e+04 5.93048e-03
1.50000e-14 1.21474e+00 1.14905e+15 3.39919e+04 5.10814e-03
1.50000e-14 1.21474e+00 1.33403e+15 3.94642e+04 4.39982e-03
1.50000e-14 1.21474e+00 1.54879e+15 4.58173e+04 3.78972e-03
1.50000e-14 1.21474e+00 1.79812e+15 5.31932e+04 3.26422e-03
1.50000e-14 1.21474e+00 2.08760e+15 6.17564e+04 2.81158e-03
1.50000e-14 1.21474e+00 2.42367e+15 7.16980e+04 2.42170e-03
1.50000e-14 1.21474e+00 2.81385e+15 8.32400e+04 2.08589e-03
1.50000e-14 1.21474e+00 3.26684e+15 9.66399e+04 1.79665e-03
1.50000e-14 1.21474e+00 3.79275e+15 1.12197e+05 1.54751e-03
1.50000e-14 1.21474e+00 4.40334e+15 1.30258e+05 1.33292e-03
1.50000e-14 1.21474e+00 5.11221e+15 1.51227e+05 1.14808e-03
1.50000e-14 1.21474e+00 5.93521e+15 1.75572e+05 9.88868e-04
1.50000e-14 1.21474e+00 6.89069e+15 2.03836e+05 8.51735e-04
1.50000e-14 1.21474e+00 8.00000e+15 2.36651e+05 7.33629e-04
1.50000e-14 1.37712e+00 5.00000e+13 1.47856e+03 1.13154e-01
1.50000e-14 1.37712e+00 5.80493e+13 1.71659e+03 9.74637e-02
1.50000e-14 1.37712e+00 6.73944e+13 1.99294e+03 8.39490e-02
1.50000e-14 1.37712e+00 7.82440e+13 2.31377e+03 7.23084e-02
1.50000e-14 1.37712e+00 9.08402e+13 2.68626e+03 6.22819e-02
1.50000e-14 1.37712e+00 1.05464e+14 3.11871e+03 5.36457e-02
1.50000e-14 1.37712e+00 1.22443e+14 3.62078e+03 4.62070e-02
1.50000e-14 1.37712e+00 1.42154e+14 4.20368e+03 3.97998e-02
1.50000e-14 1.37712e+00 1.65039e+14 4.88041e+03 3.42810e-02
1.50000e-14 1.37712e+00 1.91608e+14 5.66609e+03 2.95275e-02
1.50000e-14 1.37712e+00 2.22454e+14 6.57825e+03 2.54331e-02
1.50000e-14 1.37712e+00 2.58266e+14 7.63726e+03 2.19065e-02
1.50000e-14 1.37712e+00 2.99844e+14 8.86673e+03 1.88688e-02
1.50000e-14 1.37712e+00 3.48114e+14 1.02941e+04 1.62524e-02
1.50000e-14 1.37712e+00 4.04156e+14 1.19513e+04 1.39987e-02
1.50000e-14 1.37712e+00 4.69219e+14 1.38752e+04 1.20576e-02
1.50000e-14 1.37712e+00 5.44757e+14 1.61089e+04 1.03857e-02
1.50000e-14 1.37712e+00 6.32456e+14 1.87022e+04 8.94555e-03
1.50000e-14 1.37712e+00 7.34272e+14 2.17130e+04 7.70512e-03
1.50000e-14 1.37712e+00 8.52480e+14 2.52085e+04 6.63668e-03
1.50000e-14 1.37712e+00 9.89717e+14 2.92667e+04 5.71639e-03
1.50000e-14 1.37712e+00 1.14905e+15 3.39782e+04 4.92372e-03
1.50000e-14 1.37712e+00 1.33403e+15 3.94482e+04 4.24098e-03
1.50000e-14 1.37712e+00 1.54879e+15 4.57988e+04 3.65291e-03
1.50000e-14 1.37712e+00 1.79812e+15 5.31717e+04 3.14639e-03
1.50000e-14 1.37712e+00 2.08760e+15 6.17314e+04 2.71008e-03
1.50000e-14 1.37712e+00 2.42367e+15 7.16691e+04 2.33427e-03
1.50000e-14 1.37712e+00 2.81385e+15 8.32065e+04 2.01058e-03
1.50000e-14 1.37712e+00 3.26684e+15 9.66015e+04 1.73178e-03
1.50000e-14 1.37712e+00 3.79275e+15 1.12153e+05 1.49164e-03
1.50000e-14 1.37712e+00 4.40334e+15 1.30208e+05 1.28480e-03
1.50000e-14 1.37712e+00 5.11221e+15 1.51169e+05 1.10664e-03
1.50000e-14 1.37712e+00 5.93521e+15 1.75504e+05 9.53177e-04
1.50000e-14 1.37712e+00 6.89069e+15 2.03757e+05 8.20998e-04
1.50000e-14 1.37712e+00 8.00000e+15 2.36567e+05 7.07180e-04
1.50000e-14 1.56121e+00 5.00000e+13 1.47774e+03 1.10245e-01
1.50000e-14 1.56121e+00 5.80493e+13 1.71564e+03 9.49582e-02
1.50000e-14 1.56121e+00 6.73944e+13 1.99184e+03 8.17910e-02
1.50000e-14 1.56121e+00 7.82440e+13 2.31249e+03 7.04496e-02
1.50000e-14 1.56121e+00 9.08402e+13 2.68477e+03 6.06808e-02
1.50000e-14 1.56121e+00 1.05464e+14 3.11698e+03 5.22666e-02
1.50000e-14 1.56121e+00 1.22443e+14 3.61878e+03 4.50192e-02
1.50000e-14 1.56121e+00 1.42154e+14 4.20135e+03 3.87767e-02
1.50000e-14 1.56121e+00 1.65039e+14 4.87771e+03 3.33998e-02
1.50000e-14 1.56121e+00 1.91608e+14 5.66294e+03 2.87684e-02
1.50000e-14 1.56121e+00 2.22454e+14 6.57459e+03 2.47792e-02
1.50000e-14 1.56121e+00 2.58266e+14 7.63299e+03 2.13432e-02
1.50000e-14 1.56121e+00 2.99844e+14 8.86178e+03 1.83836e-02
1.50000e-14 1.56121e+00 3.48114e+14 1.02884e+04 1.58345e-02
1.50000e-14 1.56121e+00 4.04156e+14 1.19447e+04 1.36388e-02
1.50000e-14 1.56121e+00 4.69219e+14 1.38676e+04 1.17476e-02
1.50000e-14 1.56121e+00 5.44757e+14 1.61001e+04 1.01187e-02
1.50000e-14 1.56121e+00 6.32456e+14 1.86920e+04 8.71557e-03
1.50000e-14 1.56121e+00 7.34272e+14 2.17012e+04 7.50704e-03
1.50000e-14 1.56121e+00 8.52480e+14 2.51948e+04 6.46607e-03
1.50000e-14 1.56121e+00 9.89717e+14 2.92507e+04 5.56945e-03
1.50000e-14 1.56121e+00 1.14905e+15 3.39597e+04 4.79717e-03
1.50000e-14 1.56121e+00 1.33403e+15 3.94267e+04 4.13196e-03
1.50000e-14 1.56121e+00 1.54879e+15 4.57738e+04 3.55900e-03
1.50000e-14 1.56121e+00 1.79812e+15 5.31427e+04 3.06548e-03
1.50000e-14 1.56121e+00 2.08760e+15 6.16975e+04 2.64039e-03
1.50000e-14 1.56121e+00 2.42367e+15 7.16294e+04 2.27424e-03
1.50000e-14 1.56121e+00 2.81385e+15 8.31602e+04 1.95887e-03
1.50000e-14 1.56121e+00 3.26684e+15 9.65517e+04 1.68731e-03
1.50000e-14 1.56121e+00 3.79275e+15 1.12100e+05 1.45340e-03
1.50000e-14 1.56121e+00 4.40334e+15 1.30152e+05 1.25191e-03
1.50000e-14 1.56121e+00 5.11221e+15 1.51109e+05 1.07835e-03
1.50000e-14 1.56121e+00 5.93521e+15 1.75441e+05 9.28846e-04
1.50000e-14 1.56121e+00 6.89069e+15 2.03691e+05 8.00070e-04
1.50000e-14 1.56121e+00 8.00000e+15 2.36481e+05 6.89119e-04
1.50000e-14 1.76991e+00 5.00000e+13 1.47750e+03 1.08046e-01
1.50000e-14 1.76991e+00 5.80493e+13 1.71536e+03 9.30640e-02
1.50000e-14 1.76991e+00 6.73944e+13 1.99151e+03 8.01594e-02
1.50000e-14 1.76991e+00 7.82440e+13 2.31212e+03 6.90443e-02
1.50000e-14 1.76991e+00 9.08402e+13 2.68434e+03 5.94704e-02
1.50000e-14 1.76991e+00 1.05464e+14 3.11648e+03 5.12240e-02
1.50000e-14 1.76991e+00 1.22443e+14 3.61819e+03 4.41210e-02
1.50000e-14 1.76991e+00 1.42154e+14 4.20067e+03 3.80030e-02
1.50000e-14 1.76991e+00 1.65039e+14 4.87691e+03 3.27333e-02
1.50000e-14 1.76991e+00 1.91608e+14 5.66203e+03 2.81944e-02
1.50000e-14 1.76991e+00 2.22454e+14 6.57353e+03 2.42848e-02
1.50000e-14 1.76991e+00 2.58266e+14 7.63178e+03 2.09173e-02
1.50000e-14 1.76991e+00 2.99844e+14 8.86039e+03 1.80169e-02
1.50000e-14 1.76991e+00 3.48114e+14 1.02868e+04 1.55186e-02
1.50000e-14 1.76991e+00 4.04156e+14 1.19428e+04 1.33668e-02
1.50000e-14 1.76991e+00 4.69219e+14 1.38654e+04 1.15133e-02
1.50000e-14 1.76991e+00 5.44757e+14 1.60976e+04 9.91679e-03
1.50000e-14 1.76991e+00 6.32456e+14 1.86891e+04 8.54168e-03
1.50000e-14 1.76991e+00 7.34272e+14 2.16977e+04 7.35725e-03
1.50000e-14 1.76991e+00 8.52480e+14 2.51907e+04 6.33703e-03
1.50000e-14 1.76991e+00 9.89717e+14 2.92461e+04 5.45832e-03
1.50000e-14 1.76991e+00 1.14905e+15 3.39542e+04 4.70143e-03
1.50000e-14 1.76991e+00 1.33403e+15 3.94204e+04 4.04949e-03
1.50000e-14 1.76991e+00 1.54879e+15 4.57665e+04 3.48795e-03
1.50000e-14 1.76991e+00 1.79812e+15 5.31342e+04 3.00430e-03
1.50000e-14 1.76991e+00 2.08760e+15 6.16878e+04 2.58770e-03
1.50000e-14 1.76991e+00 2.42367e+15 7.16184e+04 2.22887e-03
1.50000e-14 1.76991e+00 2.81385e+15 8.31477e+04 1.91979e-03
1.50000e-14 1.76991e+00 3.26684e+15 9.65352e+04 1.65361e-03
1.50000e-14 1.76991e+00 3.79275e+15 1.12078e+05 1.42434e-03
1.50000e-14 1.76991e+00 4.40334e+15 1.30124e+05 1.22686e-03
1.50000e-14 1.76991e+00 5.11221e+15 1.51071e+05 1.05672e-03
1.50000e-14 1.76991e+00 5.93521e+15 1.75390e+05 9.10175e-04
1.50000e-14 1.76991e+00 6.89069e+15 2.03624e+05 7.83951e-04
1.50000e-14 1.76991e+00 8.00000e+15 2.36403e+05 6.75232e-04
1.50000e-14 2.00651e+00 5.00000e+13 1.47757e+03 1.06907e-01
1.50000e-14 2.00651e+00 5.80493e+13 1.71544e+03 9.20826e-02
1.50000e-14 2.00651e+00 6.73944e+13 1.99160e+03 7.93141e-02
1.50000e-14 2.00651e+00 7.82440e+13 2.31223e+03 6.83164e-02
1.50000e-14 2.00651e+00 9.08402e+13 2.68448e+03 5.88438e-02
1.50000e-14 2.00651e+00 1.05464e+14 3.11666e+03 5.06846e-02
1.50000e-14 2.00651e+00 1.22443e+14 3.61840e+03 4.36564e-02
1.50000e-14 2.00651e+00 1.42154e+14 4.20091e+03 3.76026e-02
1.50000e-14 2.00651e+00 1.65039e+14 4.87719e+03 3.23882e-02
1.50000e-14 2.00651e+00 1.91608e+14 5.66235e+03 2.78970e-02
1.50000e-14 2.00651e+00 2.22454e+14 6.57391e+03 2.40287e-02
1.50000e-14 2.00651e+00 2.58266e+14 7.63222e+03 2.06968e-02
1.50000e-14 2.00651e+00 2.99844e+14 8.86090e+03 1.78269e-02
1.50000e-14 2.00651e+00 3.48114e+14 1.02874e+04 1.53550e-02
1.50000e-14 2.00651e+00 4.04156e+14 1.19435e+04 1.32258e-02
1.50000e-14 2.00651e+00 4.69219e+14 1.38662e+04 1.13919e-02
1.50000e-14 2.00651e+00 5.44757e+14 1.60985e+04 9.81220e-03
1.50000e-14 2.00651e+00 6.32456e+14 1.86901e+04 8.45158e-03
1.50000e-14 2.00651e+00 7.34272e+14 2.16990e+04 7.27963e-03
1.50000e-14 2.00651e+00 8.52480e+14 2.51921e+04 6.27015e-03
1.50000e-14 2.00651e+00 9.89717e+14 2.92477e+04 5.40067e-03
1.50000e-14 2.00651e+00 1.14905e+15 3.39561e+04 4.65176e-03
1.50000e-14 2.00651e+00 1.33403e+15 3.94225e+04 4.00671e-03
1.50000e-14 2.00651e+00 1.54879e+15 4.57690e+04 3.45110e-03
1.50000e-14 2.00651e+00 1.79812e+15 5.31371e+04 2.97255e-03
1.50000e-14 2.00651e+00 2.08760e+15 6.16914e+04 2.56034e-03
1.50000e-14 2.00651e+00 2.42367e+15 7.16227e+04 2.20530e-03
1.50000e-14 2.00651e+00 2.81385e+15 8.31529e+04 1.89949e-03
1.50000e-14 2.00651e+00 3.26684e+15 9.65387e+04 1.63606e-03
1.50000e-14 2.00651e+00 3.79275e+15 1.12079e+05 1.40916e-03
1.50000e-14 2.00651e+00 4.40334e+15 1.30122e+05 1.21373e-03
1.50000e-14 2.00651e+00 5.11221e+15 1.51068e+05 1.04540e-03
1.50000e-14 2.00651e+00 5.93521e+15 1.75387e+05 9.00408e-04
1.50000e-14 2.00651e+00 6.89069e+15 2.03620e+05 7.75527e-04
1.50000e-14 2.00651e+00 8.00000e+15 2.36412e+05 6.68001e-04
1.50000e-14 2.27474e+00 5.00000e+13 1.47709e+03 1.04047e-01
1.50000e-14 2.27474e+00 5.80493e+13 1.71488e+03 8.96187e-02
1.50000e-14 2.27474e+00 6.73944e+13 1.99095e+03 7.71915e-02
1.50000e-14 2.27474e+00 7.82440e+13 2.31147e+03 6.64881e-02
1.50000e-14 2.27474e+00 9.08402e+13 2.68361e+03 5.72690e-02
1.50000e-14 2.27474e+00 1.05464e+14 3.11566e+03 4.93283e-02
1.50000e-14 2.27474e+00 1.22443e+14 3.61724e+03 4.24884e-02
1.50000e-14 2.27474e+00 1.42154e+14 4.19957e+03 3.65968e-02
1.50000e-14 2.27474e+00 1.65039e+14 4.87564e+03 3.15221e-02
1.50000e-14 2.27474e+00 1.91608e+14 5.66055e+03 2.71512e-02
1.50000e-14 2.27474e+00 2.22454e+14 6.57182e+03 2.33863e-02
1.50000e-14 2.27474e+00 2.58266e+14 7.62980e+03 2.01435e-02
1.50000e-14 2.27474e+00 2.99844e+14 8.85809e+03 1.73503e-02
1.50000e-14 2.27474e+00 3.48114e+14 1.02841e+04 1.49444e-02
1.50000e-14 2.27474e+00 4.04156e+14 1.19397e+04 1.28722e-02
1.50000e-14 2.27474e+00 4.69219e+14 1.38618e+04 1.10872e-02
1.50000e-14 2.27474e+00 5.44757e+14 1.60932e+04 9.54971e-03
1.50000e-14 2.27474e+00 6.32456e+14 1.86838e+04 8.22540e-03
1.50000e-14 2.27474e+00 7.34272e+14 2.16914e+04 7.08477e-03
1.50000e-14 2.27474e+00 8.52480e+14 2.51834e+04 6.10237e-03
1.50000e-14 2.27474e+00 9.89717e+14 2.92376e+04 5.25619e-03
1.50000e-14 2.27474e+00 1.14905e+15 3.39444e+04 4.52734e-03
1.50000e-14 2.27474e+00 1.33403e+15 3.94089e+04 3.89953e-03
1.50000e-14 2.27474e+00 1.54879e+15 4.57530e+04 3.35877e-03
1.50000e-14 2.27474e+00 1.79812e+15 5.31184e+04 2.89300e-03
1.50000e-14 2.27474e+00 2.08760e+15 6.16693e+04 2.49181e-03
1.50000e-14 2.27474e+00 2.42367e+15 7.15967e+04 2.14626e-03
1.50000e-14 2.27474e+00 2.81385e+15 8.31221e+04 1.84863e-03
1.50000e-14 2.27474e+00 3.26684e+15 9.65030e+04 1.59227e-03
1.50000e-14 2.27474e+00 3.79275e+15 1.12038e+05 1.37146e-03
1.50000e-14 2.27474e+00 4.40334e+15 1.30074e+05 1.18127e-03
1.50000e-14 2.27474e+00 5.11221e+15 1.51012e+05 1.01745e-03
1.50000e-14 2.27474e+00 5.93521e+15 1.75321e+05 8.76350e-04
1.50000e-14 2.27474e+00 6.89069e+15 2.03543e+05 7.54818e-04
1.50000e-14 2.27474e+00 8.00000e+15 2.36306e+05 6.50123e-04
1.50000e-14 2.57883e+00 5.00000e+13 1.47732e+03 1.02761e-01
1.50000e-14 2.57883e+00 5.80493e+13 1.71514e+03 8.85114e-02
1.50000e-14 2.57883e+00 6.73944e+13 1.99126e+03 7.62380e-02
1.50000e-14 2.57883e+00 7.82440e+13 2.31182e+03 6.56666e-02
1.50000e-14 2.57883e+00 9.08402e+13 2.68399e+03 5.65610e-02
1.50000e-14 2.57883e+00 1.05464e+14 3.11608e+03 4.87181e-02
1.50000e-14 2.57883e+00 1.22443e+14 3.61773e+03 4.19627e-02
1.50000e-14 2.57883e+00 1.42154e+14 4.20013e+03 3.61440e-02
1.50000e-14 2.57883e+00 1.65039e+14 4.87629e+03 3.11321e-02
1.50000e-14 2.57883e+00 1.91608e+14 5.66129e+03 2.68152e-02
1.50000e-14 2.57883e+00 2.22454e+14 6.57265e+03 2.30969e-02
1.50000e-14 2.57883e+00 2.58266e+14 7.63071e+03 1.98941e-02
1.50000e-14 2.57883e+00 2.99844e+14 8.85912e+03 1.71355e-02
1.50000e-14 2.57883e+00 3.48114e+14 1.02853e+04 1.47593e-02
1.50000e-14 2.57883e+00 4.04156e+14 1.19411e+04 1.27127e-02
1.50000e-14 2.57883e+00 4.69219e+14 1.38634e+04 1.09499e-02
1.50000e-14 2.57883e+00 5.44757e+14 1.60952e+04 9.43152e-03
1.50000e-14 2.57883e+00 6.32456e+14 1.86864e+04 8.12370e-03
1.50000e-14 2.57883e+00 7.34272e+14 2.16946e+04 6.99723e-03
1.50000e-14 2.57883e+00 8.52480e+14 2.51871e+04 6.02695e-03
1.50000e-14 2.57883e+00 9.89717e+14 2.92419e+04 5.19122e-03
1.50000e-14 2.57883e+00 1.14905e+15 3.39494e+04 4.47137e-03
1.50000e-14 2.57883e+00 1.33403e+15 3.94146e+04 3.85131e-03
1.50000e-14 2.57883e+00 1.54879e+15 4.57597e+04 3.31723e-03
1.50000e-14 2.57883e+00 1.79812e+15 5.31262e+04 2.85722e-03
1.50000e-14 2.57883e+00 2.08760e+15 6.16785e+04 2.46098e-03
1.50000e-14 2.57883e+00 2.42367e+15 7.16075e+04 2.11970e-03
1.50000e-14 2.57883e+00 2.81385e+15 8.31349e+04 1.82574e-03
1.50000e-14 2.57883e+00 3.26684e+15 9.65181e+04 1.57254e-03
1.50000e-14 2.57883e+00 3.79275e+15 1.12056e+05 1.35445e-03
1.50000e-14 2.57883e+00 4.40334e+15 1.30094e+05 1.16661e-03
1.50000e-14 2.57883e+00 5.11221e+15 1.51035e+05 1.00480e-03
1.50000e-14 2.57883e+00 5.93521e+15 1.75347e+05 8.65432e-04
1.50000e-14 2.57883e+00 6.89069e+15 2.03572e+05 7.45394e-04
1.50000e-14 2.57883e+00 8.00000e+15 2.36354e+05 6.42037e-04
1.50000e-14 2.92356e+00 5.00000e+13 1.47721e+03 1.01138e-01
1.50000e-14 2.92356e+00 5.80493e+13 1.71503e+03 8.71139e-02
1.50000e-14 2.92356e+00 6.73944e+13 1.99112e+03 7.50342e-02
1.50000e-14 2.92356e+00 7.82440e+13 2.31166e+03 6.46296e-02
1.50000e-14 2.92356e+00 9.08402e+13 2.68381e+03 5.56679e-02
1.50000e-14 2.92356e+00 1.05464e+14 3.11586e+03 4.79488e-02
1.50000e-14 2.92356e+00 1.22443e+14 3.61747e+03 4.13000e-02
1.50000e-14 2.92356e+00 1.42154e+14 4.19983e+03 3.55731e-02
1.50000e-14 2.92356e+00 1.65039e+14 4.87595e+03 3.06403e-02
1.50000e-14 2.92356e+00 1.91608e+14 5.66090e+03 2.63916e-02
1.50000e-14 2.92356e+00 2.22454e+14 6.57223e+03 2.27320e-02
1.50000e-14 2.92356e+00 2.58266e+14 7.63027e+03 1.95799e-02
1.50000e-14 2.92356e+00 2.99844e+14 8.85863e+03 1.68649e-02
1.50000e-14 2.92356e+00 3.48114e+14 1.02847e+04 1.45262e-02
1.50000e-14 2.92356e+00 4.04156e+14 1.19404e+04 1.25119e-02
1.50000e-14 2.92356e+00 4.69219e+14 1.38628e+04 1.07770e-02
1.50000e-14 2.92356e+00 5.44757e+14 1.60951e+04 9.28298e-03
1.50000e-14 2.92356e+00 6.32456e+14 1.86870e+04 7.99604e-03
1.50000e-14 2.92356e+00 7.34272e+14 2.16959e+04 6.88743e-03
1.50000e-14 2.92356e+00 8.52480e+14 2.51886e+04 5.93235e-03
1.50000e-14 2.92356e+00 9.89717e+14 2.92435e+04 5.10970e-03
1.50000e-14 2.92356e+00 1.14905e+15 3.39512e+04 4.40113e-03
1.50000e-14 2.92356e+00 1.33403e+15 3.94168e+04 3.79080e-03
1.50000e-14 2.92356e+00 1.54879e+15 4.57622e+04 3.26511e-03
1.50000e-14 2.92356e+00 1.79812e+15 5.31290e+04 2.81231e-03
1.50000e-14 2.92356e+00 2.08760e+15 6.16814e+04 2.42228e-03
1.50000e-14 2.92356e+00 2.42367e+15 7.16105e+04 2.08633e-03
1.50000e-14 2.92356e+00 2.81385e+15 8.31379e+04 1.79698e-03
1.50000e-14 2.92356e+00 3.26684e+15 9.65237e+04 1.54779e-03
1.50000e-14 2.92356e+00 3.79275e+15 1.12065e+05 1.33315e-03
1.50000e-14 2.92356e+00 4.40334e+15 1.30108e+05 1.14828e-03
1.50000e-14 2.92356e+00 5.11221e+15 1.51052e+05 9.88995e-04
1.50000e-14 2.92356e+00 5.93521e+15 1.75366e+05 8.51806e-04
1.50000e-14 2.92356e+00 6.89069e+15 2.03595e+05 7.33646e-04
1.50000e-14 2.92356e+00 8.00000e+15 2.36372e+05 6.31874e-04
1.50000e-14 3.31438e+00 5.00000e+13 1.47688e+03 9.74115e-02
1.50000e-14 3.31438e+00 5.80493e+13 1.71463e+03 8.39035e-02
1.50000e-14 3.31438e+00 6.73944e+13 1.99066e+03 7.22687e-02
1.50000e-14 3.31438e+00 7.82440e+13 2.31112e+03 6.22474e-02
1.50000e-14 3.31438e+00 9.08402e+13 2.68317e+03 5.36157e-02
1.50000e-14 3.31438e+00 1.05464e+14 3.11511e+03 4.61810e-02
1.50000e-14 3.31438e+00 1.22443e+14 3.61660e+03 3.97774e-02
1.50000e-14 3.31438e+00 1.42154e+14 4.19882e+03 3.42617e-02
1.50000e-14 3.31438e+00 1.65039e+14 4.87477e+03 2.95109e-02
1.50000e-14 3.31438e+00 1.91608e+14 5.65954e+03 2.54188e-02
1.50000e-14 3.31438e+00 2.22454e+14 6.57065e+03 2.18941e-02
1.50000e-14 3.31438e+00 2.58266e+14 7.62843e+03 1.88582e-02
1.50000e-14 3.31438e+00 2.99844e+14 8.85649e+03 1.62432e-02
1.50000e-14 3.31438e+00 3.48114e+14 1.02822e+04 1.39908e-02
1.50000e-14 3.31438e+00 4.04156e+14 1.19375e+04 1.20507e-02
1.50000e-14 3.31438e+00 4.69219e+14 1.38592e+04 1.03797e-02
1.50000e-14 3.31438e+00 5.44757e+14 1.60904e+04 8.94037e-03
1.50000e-14 3.31438e+00 6.32456e+14 1.86807e+04 7.70064e-03
1.50000e-14 3.31438e+00 7.34272e+14 2.16880e+04 6.63281e-03
1.50000e-14 3.31438e+00 8.52480e+14 2.51794e+04 5.71304e-03
1.50000e-14 3.31438e+00 9.89717e+14 2.92329e+04 4.92082e-03
1.50000e-14 3.31438e+00 1.14905e+15 3.39390e+04 4.23847e-03
1.50000e-14 3.31438e+00 1.33403e+15 3.94036e+04 3.65080e-03
1.50000e-14 3.31438e+00 1.54879e+15 4.57481e+04 3.14462e-03
1.50000e-14 3.31438e+00 1.79812e+15 5.31142e+04 2.70862e-03
1.50000e-14 3.31438e+00 2.08760e+15 6.16675e+04 2.33311e-03
1.50000e-14 3.31438e+00 2.42367e+15 7.15983e+04 2.00967e-03
1.50000e-14 3.31438e+00 2.81385e+15 8.31281e+04 1.73106e-03
1.50000e-14 3.31438e+00 3.26684e+15 9.65087e+04 1.49097e-03
1.50000e-14 3.31438e+00 3.79275e+15 1.12043e+05 1.28418e-03
1.50000e-14 3.31438e+00 4.40334e+15 1.30078e+05 1.10607e-03
1.50000e-14 3.31438e+00 5.11221e+15 1.51015e+05 9.52657e-04
